time,seconds_elapsed,rotationRateX,rotationRateY,rotationRateZ,gravityX,gravityY,gravityZ,accelerationX,accelerationY,accelerationZ,quaternionW,quaternionX,quaternionY,quaternionZ
1715270023537791000,0.047791015625,0.029689565300941467,-0.005689119920134544,0.003802656661719084,-0.2956148684024811,-0.5474821329116821,-0.7828633785247803,0.0026766955852508545,-0.004290878772735596,-0.015384852886199951,0.944156532719669,0.28993186966279455,-0.15654971304685747,5.551115123125783e-17
1715270023547782000,0.057781982421875,0.016572430729866028,0.002540314570069313,-0.004585768096148968,-0.2956637740135193,-0.5478368997573853,-0.7825967073440552,0.003763139247894287,-0.003936171531677246,-0.013652682304382324,0.9440859452515672,0.2901410955840809,-0.15658793016064812,-0.00000199682457591166
1715270023557772000,0.06777197265625,0.0008278223685920238,0.0025472387205809355,-0.007827900350093842,-0.29571595788002014,-0.548082709312439,-0.782404899597168,0.0033728480339050293,0.0009330511093139648,-0.008351325988769531,0.944035171416867,0.290284767444693,-0.15662792844106999,-0.00001480093032152352
1715270023567762200,0.07776220703125,-0.005902305711060762,0.003292923793196678,-0.004212526138871908,-0.2958555221557617,-0.5481016635894775,-0.7823388576507568,0.0026274025440216064,0.002233743667602539,-0.003229379653930664,0.944017717385095,0.2902989653751865,-0.15670701149908822,-0.000022148407956446015
1715270023577752000,0.087751953125,0.000613383948802948,0.00230968464165926,-0.003234347328543663,-0.2958701252937317,-0.5479711890220642,-0.7824247479438782,0.004091590642929077,0.005109250545501709,0.00039649009704589844,0.9440404258986557,0.29022242965888356,-0.15671176709692683,-0.000024733618837424753
1715270023587743000,0.097742919921875,0.01311090774834156,0.003244720632210374,-0.006196980830281973,-0.29576820135116577,-0.5478751063346863,-0.7825304865837097,0.003501385450363159,0.012245893478393555,0.002409636974334717,0.9440684138308121,0.2901615763499791,-0.156655705075445,-0.00003308907159310648
1715270023597733000,0.107733154296875,0.020644988864660263,0.003753917058929801,-0.004905880428850651,-0.29562923312187195,-0.5479570031166077,-0.7825256586074829,0.002568960189819336,0.013762116432189941,0.00438845157623291,0.9440670949972514,0.29020216919302,-0.15658823716312928,-0.00005234715310925564
1715270023609458400,0.11945849609375,0.022367840632796288,0.00333473552018404,-0.004497883841395378,-0.2954983115196228,-0.5481027364730835,-0.7824730277061462,0.003796130418777466,0.007392406463623047,0.00812000036239624,0.9440531297529853,0.2902818313892691,-0.15652459917892894,-0.0000633203556366646
1715270023619448300,0.1294482421875,0.02659587562084198,0.0010806359350681305,-0.007083547301590443,-0.29533231258392334,-0.5482437610626221,-0.7824370265007019,0.0037215352058410645,0.00783836841583252,0.00994563102722168,0.9440438138991756,0.2903698710725926,-0.15641875559427454,0
1715270023629438500,0.1394384765625,0.021702425554394722,-0.0018070298247039318,-0.008502146229147911,-0.295179158449173,-0.5484148859977722,-0.7823748588562012,0.001294851303100586,0.009718477725982666,0.008662819862365723,0.9440272331182774,0.29046134596141676,-0.1563482749199666,-0.000025641516553043253
1715270023639429600,0.1494296875,0.00700497068464756,-0.0001651907805353403,-0.013459354639053345,-0.29506024718284607,-0.5484867095947266,-0.7823693752288818,-0.0007008910179138184,0.008233904838562012,0.004278004169464111,0.9440258906848171,0.29049305664145186,-0.15629809543899778,-0.00006650843413052998
1715270023649419500,0.15941943359375,-0.005328606814146042,0.0007586597930639982,-0.011078622192144394,-0.29497477412223816,-0.5484873056411743,-0.7824012041091919,-0.002419114112854004,0.002008974552154541,0.00459975004196167,0.9440343032335501,0.2904809474832486,-0.15626972347484022,-0.00012598882523812138
1715270023659409400,0.169409423828125,-0.008097762241959572,-0.0036227726377546787,-0.012372652068734169,-0.2948930263519287,-0.5483871102333069,-0.7825022339820862,-0.0016463100910186768,-0.001234591007232666,0.0025493502616882324,0.9440610301071486,0.29040881938718544,-0.15624210228453717,-0.00019131814324618857
1715270023669399600,0.179399658203125,-0.007495887577533722,-0.003374033607542515,-0.009988389909267426,-0.294849693775177,-0.5482653975486755,-0.7826038002967834,-0.0029713809490203857,0.0013446211814880371,-0.001529991626739502,0.9440879199350287,0.2903259759650833,-0.15623353184854527,-0.00025261300403234266
1715270023679390500,0.189390380859375,-0.012272000312805176,-0.004086429253220558,-0.01068134419620037,-0.2948422133922577,-0.5480893850326538,-0.782729983329773,-0.0025973916053771973,0.003243684768676758,-0.006134152412414551,0.9441213085990827,0.2902134937997112,-0.15624067452625287,-0.0003067989166551377
