time,seconds_elapsed,rotationRateX,rotationRateY,rotationRateZ,gravityX,gravityY,gravityZ,accelerationX,accelerationY,accelerationZ,quaternionW,quaternionX,quaternionY,quaternionZ
1714155426631903000,0.054903076171875,0.03960474207997322,-0.13793401420116425,-0.07068898528814316,-0.031579308211803436,-0.31624069809913635,-0.9481532573699951,-0.03743620216846466,-0.024778038263320923,-0.0005772113800048828,0.9869533012138445,0.16021057204450476,-0.015998379790170773,-3.469446951953614e-18
1714155426641891800,0.064891845703125,0.022475022822618484,-0.1375795602798462,-0.06668732315301895,-0.03269817307591438,-0.3165484368801117,-0.94801265001297,-0.031983841210603714,-0.02698799967765808,0.0021660923957824707,0.986917601416101,0.16036475608861273,-0.016638312418335622,-0.0004462123687203924
1714155426651882000,0.074882080078125,0.004419856704771519,-0.12813572585582733,-0.057589899748563766,-0.03424622491002083,-0.31752291321754456,-0.9476320147514343,-0.028070680797100067,-0.02889743447303772,0.004898250102996826,0.9868209042594753,0.16086708043225764,-0.017486607435685187,-0.0008270033954756346
1714155426661870800,0.084870849609375,0.006065956316888332,-0.12488186359405518,-0.04841717332601547,-0.035608258098363876,-0.31833648681640625,-0.9473087787628174,-0.02629665657877922,-0.029045194387435913,0.009076416492462158,0.9867386539335582,0.1612857353664253,-0.01823497810810814,-0.001172006275729047
1714155426671861000,0.094861083984375,0.01124974712729454,-0.1303565353155136,-0.04496511444449425,-0.03699282184243202,-0.3189994692802429,-0.9470326900482178,-0.018671251833438873,-0.026535898447036743,0.0067403316497802734,0.986668271426083,0.1616265338864847,-0.018987535437825123,-0.0014724594885521004
1714155426681851000,0.104850830078125,0.027450021356344223,-0.13602586090564728,-0.04541785269975662,-0.038562871515750885,-0.31962236762046814,-0.9467599987983704,-0.009410768747329712,-0.017932653427124023,0.0037210583686828613,0.9865987372603846,0.16194650256321388,-0.0198327355387355,-0.0017630218353369212
1714155426691840000,0.114840087890625,0.03507614508271217,-0.13162179291248322,-0.03708748519420624,-0.04024672508239746,-0.32020169496536255,-0.9464941024780273,-0.0042936839163303375,-0.015461176633834839,0.002844870090484619,0.9865308408551792,0.16224387738266272,-0.020733350428655043,-0.0020384534809469723
1714155426701830000,0.124829833984375,0.043705053627491,-0.12636364996433258,-0.03431779891252518,-0.041841160506010056,-0.3208126723766327,-0.9462180137634277,-0.0022414885461330414,-0.019168496131896973,0.0008750557899475098,0.9864603233987234,0.16255802789426255,-0.021584003165433303,-0.002283380264317257
1714155426711819300,0.1348193359375,0.045157648622989655,-0.13112591207027435,-0.027672745287418365,-0.043347135186195374,-0.3215028643608093,-0.945915937423706,-0.001025427132844925,-0.02490219473838806,0.0036094188690185547,0.9863864014613295,0.16297004596926318,-0.021972695875358696,0
1714155426721809200,0.14480908203125,0.04811748117208481,-0.13259278237819672,-0.034396957606077194,-0.044786352664232254,-0.3222545087337494,-0.9455930590629578,0.0003069750964641571,-0.030070960521697998,0.005636394023895264,0.9863045725137902,0.16335912251380988,-0.02274350430586628,-0.00023779648973979925
1714155426731799000,0.154799072265625,0.05241097882390022,-0.12926356494426727,-0.04920906573534012,-0.04612512141466141,-0.32310715317726135,-0.9452376961708069,-0.001711186021566391,-0.029676109552383423,0.005494654178619385,0.9862143128490095,0.16379937295512556,-0.023471874447670477,-0.0005234293348071843
1714155426741788200,0.1647880859375,0.05178806558251381,-0.12593461573123932,-0.05674820765852928,-0.04735522344708443,-0.3239993751049042,-0.9448713660240173,-0.003975346684455872,-0.0287228524684906,0.005876004695892334,0.9861211834873388,0.16425846830577429,-0.024155201504417037,-0.0008665821318679968
1714155426751778000,0.174778076171875,0.05853038653731346,-0.12003891170024872,-0.060058049857616425,-0.04842403903603554,-0.3248826563358307,-0.9445138573646545,-0.005912516266107559,-0.0306624174118042,0.007853090763092041,0.9860301459524946,0.164711536873503,-0.024762735827733088,-0.0012432969950625754
1714155426761767200,0.18476708984375,0.05315692722797394,-0.1132877990603447,-0.06530900299549103,-0.04929172992706299,-0.3256482481956482,-0.9442052245140076,-0.00855434313416481,-0.031453222036361694,0.005911827087402344,0.985951318813143,0.1651020452033959,-0.02527232081783342,-0.0016439146695005347
1714155426771757000,0.194757080078125,0.05603080242872238,-0.10607516020536423,-0.0805358961224556,-0.04999496415257454,-0.32637467980384827,-0.9439173936843872,-0.01181839406490326,-0.03086411952972412,0.0038082003593444824,0.9858774584956046,0.16547004871735166,-0.02570905702115067,-0.0021061055320445547
1714155426781746200,0.20474609375,0.05475807562470436,-0.09417508542537689,-0.08558444678783417,-0.05053602159023285,-0.3271309733390808,-0.9436267614364624,-0.01617540791630745,-0.032091498374938965,0.005440115928649902,0.9858025574964139,0.16585222914188608,-0.026070331702378234,-0.002605863137735264
1714155426791736000,0.214736083984375,0.06603400409221649,-0.08291205018758774,-0.08747968822717667,-0.05096788704395294,-0.3280513882637024,-0.9432839155197144,-0.019542984664440155,-0.033459872007369995,0.0058754682540893555,0.9857141789233455,0.16631979425199767,-0.026377315279910944,-0.003105768021412096
1714155426801726200,0.224726318359375,0.06999732553958893,-0.07396063208580017,-0.09714243561029434,-0.05127197504043579,-0.3290995955467224,-0.9429022669792175,-0.021359868347644806,-0.031068921089172363,0.0019537806510925293,0.9856155932131481,0.16685339302230792,-0.02662369494450883,-0.0036243905545326714
1714155426811715000,0.234715087890625,0.06833466142416,-0.06818103790283203,-0.11265281587839127,-0.0515068955719471,-0.33016645908355713,-0.9425163865089417,-0.0233832448720932,-0.02325761318206787,-0.0008124113082885742,0.985515470721415,0.16739513233604789,-0.02684528230620255,-0.004199605966731114
1714155426821705200,0.244705322265625,0.05496186017990112,-0.05681280046701431,-0.1228007897734642,-0.051653411239385605,-0.33114930987358093,-0.9421635270118713,-0.023755531758069992,-0.018154919147491455,-0.0004023909568786621,0.9854230451224909,0.1678912378636118,-0.027032841559114465,-0.004836937886943091
