time,seconds_elapsed,rotationRateX,rotationRateY,rotationRateZ,gravityX,gravityY,gravityZ,accelerationX,accelerationY,accelerationZ,quaternionW,quaternionX,quaternionY,quaternionZ
1715269846685161200,0.0331611328125,0.01569981873035431,-0.005911493673920631,0.000509058590978384,0.08544057607650757,-0.15803274512290955,-0.9837304353713989,-0.0020970404148101807,0.005612611770629883,-0.0036810636520385742,0.995924387022328,0.0793397306324706,0.042895113452725994,5.551115123125783e-17
1715269846695157800,0.04315771484375,0.00999080017209053,-0.007549869827926159,0.004389284178614616,0.0853612944483757,-0.15817791223526,-0.9837139844894409,-0.005435749888420105,0.00786358118057251,-0.002095341682434082,0.9959202324191694,0.07941294297717197,0.042855487929340366,0
1715269846705147600,0.053147705078125,0.008392903953790665,-0.00830966979265213,0.0049661919474601746,0.08517967164516449,-0.1584099680185318,-0.9836924076080322,-0.00679527223110199,0.0021904855966567993,0.0022623538970947266,0.9959147574713119,0.07952916700296558,0.042765875437888956,0.000016712677015695565
1715269846715137800,0.0631376953125,0.016866283491253853,-0.01071477122604847,0.004431961104273796,0.08491941541433334,-0.1584024280309677,-0.9837160706520081,-0.00593993067741394,0.0024728924036026,0.006482243537902832,0.995920720552208,0.07952390631231743,0.04263682892304632,0.00004014035346910916
1715269846725127700,0.073127685546875,0.017091533169150352,-0.014645330607891083,0.004342678934335709,0.08464871346950531,-0.1582879275083542,-0.9837578535079956,-0.00522671639919281,0.006722375750541687,0.008339762687683105,0.9959312734036062,0.07946526546778687,0.04250105946877899,0.00004753089607600902
1715269846735117600,0.08311767578125,0.013403056189417839,-0.008581578731536865,0.001901359180919826,0.08443129062652588,-0.15827757120132446,-0.9837782382965088,-0.003086686134338379,0.005308210849761963,0.009687662124633789,0.9959362855629759,0.07945960820810469,0.042391806081885634,0.000049007671217515814
1715269846745107700,0.093107666015625,0.00689114723354578,-0.012754219584167004,0.0015187960816547275,0.08427343517541885,-0.1583757996559143,-0.9837759137153625,-0.0037375614047050476,0.0016527771949768066,0.012874484062194824,0.9959357090679325,0.07950870378753543,0.04231308884966939,0.00005529940804249733
1715269846755096600,0.1030966796875,0.006967313587665558,-0.014345990493893623,0.0023097549565136433,0.08412929624319077,-0.15842674672603607,-0.9837800860404968,-0.0022658929228782654,0.000055789947509765625,0.014480769634246826,0.9959367994446229,0.07953380277167972,0.04224143187191556,0.0000647219111827857
1715269846765086700,0.113086669921875,0.010100309737026691,-0.01588716171681881,0.005522326100617647,0.0839642882347107,-0.15840893983840942,-0.983797013759613,-0.0012006163597106934,0.0028303414583206177,0.011629045009613037,0.995941093428153,0.07952409703237964,0.04215921520588388,0.0000748501567577331
1715269846775076600,0.12307666015625,0.005276792217046022,-0.01186339184641838,0.0037795533426105976,0.0837530568242073,-0.15836232900619507,-0.9838225245475769,-0.000501096248626709,0.0029057860374450684,0.007305800914764404,0.9959474127033132,0.07949998388598932,0.04205330735911676,0.00007993293190045048
1715269846785066500,0.13306640625,0.008177134208381176,-0.008715002797544003,-0.003693875391036272,0.08357422798871994,-0.1584216058254242,-0.9838281869888306,-0.0016497820615768433,0.0033465325832366943,0.0018488168716430664,0.9959489041369287,0.07952964079342321,0.04196344570950059,0.00007964157358392177
1715269846795056600,0.143056640625,0.009896204806864262,-0.00848890095949173,-0.005332518834620714,0.08342146873474121,-0.1584930568933487,-0.98382967710495,-0.004091016948223114,0.0008545070886611938,-0.0017660260200500488,0.9959492643244356,0.07956663574006953,0.04188456709223114,0.000052403588584659655
1715269846805046500,0.153046630859375,0.016564279794692993,-0.005896313115954399,-0.007991950958967209,0.08331187814474106,-0.15852566063404083,-0.9838336706161499,-0.005843013525009155,0.0024435222148895264,-0.005698740482330322,0.9959502787264584,0.0795848438170612,0.041825864310638165,0.000006822034578912728
1715269846815036700,0.16303662109375,0.014293136075139046,-0.005578065291047096,-0.007895544171333313,0.08326414227485657,-0.1586078554391861,-0.9838244915008545,-0.0068786367774009705,0.007988348603248596,-0.006181001663208008,0.995947975819041,0.07962839571933156,0.04179798344842662,-0.0000433639531139951
1715269846825026800,0.17302685546875,0.020411696285009384,-0.006306174211204052,-0.004471984691917896,0.08320371806621552,-0.15877193212509155,-0.9838031530380249,-0.006650365889072418,0.008350789546966553,-0.0030437707901000977,0.9959426323172493,0.07971228520638785,0.041765786443613395,-0.00006938764740460623
1715269846835016700,0.1830166015625,0.026622189208865166,-0.013853039592504501,-0.000009325798600912094,0.08310583233833313,-0.15903900563716888,-0.9837682843208313,-0.00476720929145813,0.011349186301231384,-0.0006982684135437012,0.9959338453776905,0.07984761294344495,0.041715954955589406,-0.00008246855567672906
1715269846845006600,0.193006591796875,0.02072019875049591,-0.011345406994223595,0.00478716054931283,0.08298640698194504,-0.15924258530139923,-0.9837453961372375,-0.004037439823150635,0.016313523054122925,0.0025748014450073242,0.9959280790633895,0.0799503125655804,0.04165616956221879,-0.00008324535941051092
1715269846854996700,0.202996826171875,0.010737338103353977,-0.00885508581995964,0.0024355894420295954,0.08287826925516129,-0.15934760868549347,-0.9837375283241272,-0.0032426416873931885,0.01234443485736847,0.007388651371002197,0.9959261634737805,0.0800031102658646,0.04160210149155175,-0.00008140616014462587
1715269846864986600,0.212986572265625,0.014504378661513329,-0.0050238617695868015,-0.0008375021861866117,0.08279850333929062,-0.15941165387630463,-0.9837338924407959,-0.0002026781439781189,0.0038788169622421265,0.0066983699798583984,0.9959252494250077,0.0800354807606476,0.04156180926134745,-0.00008493887645849574
1715269846874976500,0.2229765625,0.022065093740820885,-0.007247601635754108,-0.0018873203080147505,0.08267705887556076,-0.1595800518989563,-0.9837167859077454,-0.0016223639249801636,0.0027502328157424927,0.004285633563995361,0.9959208808259363,0.0801207671828613,0.041500251743838916,-0.00009437603397088878
1715269846884966700,0.232966552734375,0.021211976185441017,-0.011339015327394009,-0.00007736950647085905,0.08250756561756134,-0.15975400805473328,-0.9837027788162231,-0.0032381564378738403,0.0059606581926345825,0.0038901567459106445,0.9959173654256944,0.08020882799111365,0.04141441451268797,-0.00010533527135903054
1715269846894956500,0.24295654296875,0.013278951868414879,-0.006490997038781643,-0.004140288103371859,0.08233553171157837,-0.1597554087638855,-0.9837169647216797,-0.005187086760997772,0.005992591381072998,0.0054912567138671875,0.9959209194549827,0.0802098015952226,0.04132679319863265,-0.00011901666738711736
1715269846904946700,0.25294677734375,0.005515944678336382,-0.0031138425692915916,0.0004587913863360882,0.08221009373664856,-0.15968257188796997,-0.9837392568588257,-0.00553467869758606,0.0031884461641311646,0.006139218807220459,0.9959265569651066,0.08017298618143065,0.04126318032650821,-0.00012409367353910516
